0.0331538,0.2838103,0.6170166,0.4265772,0.6214218,0.0492072,0.594726,0.5400242,0.0243292,0.4475636,0.0077045,0.319843,0.0084232,0.0115893,0.0078588,0.02642,0.3439222,0.0752785,0.0541426,0.0003054,0.0369705,0.3782937,0.4390035,0.4951929,0.210944,0.5148012,0.3413453,0.2422728,0.5683746,0.4167974,0.253573,0.0029306,0.2731583,0.0688106,0.5646053,0.1420873,0.0077126,0.0762187,0.0670911,0.6979283,0.4239959,0.2868663,0.7124592,0.6569333,0.6255429,0.0554279,0.0783882,0.0986264,0.228496,0.4315071,0.0930161,0.3537146,0.0441256,0.2070955,0.4309248,0.5849104,0.5440101,0.4583876,0.0721434,0.189312,0.1351426,0.4978668,0.6361228,0.5920647,0.1423786,0.0245512,0.3721135,0.604506,0.142908,0.0077892,0.0193236,0.3600758,0.3259401,0.5104456,0.2386402,0.0135713,0.3932936,0.0852709,0.1339676,3.04E-05,0.5035522,0.2033582,0.4554628,0.1759367,0.595887,0.1214242,0.1361163,0.4529112,0.1459784,0.5115979,0.6254097,0.4277987,0.5050827,0.3745859,0.4086208,0.5338842,0.3765063,0.6244271,0.6165702,0.6976255
0.0548225,0.1876453,0.5933473,0.4908986,0.6476187,0.0907066,0.6770563,0.4899217,0.0445731,0.5215343,0.0083565,0.2785978,0.0311915,0.0104362,0.0069148,0.0280725,0.3183444,0.0414988,0.0389517,8.20E-05,0.0361875,0.3403573,0.506464,0.5364171,0.3375103,0.4269074,0.346341,0.2821678,0.6491144,0.3862244,0.2671254,0.0005827,0.2175411,0.1244958,0.6839035,0.1513422,0.0205636,0.183327,0.0727326,0.4632468,0.4469914,0.2752685,0.7339759,0.5018449,0.6856835,0.0658849,0.0427342,0.0565694,0.2907044,0.5768949,0.1243684,0.3622621,0.0231708,0.2516832,0.4892601,0.5249143,0.5466182,0.3767135,0.0493517,0.1126201,0.1471875,0.5744646,0.6463233,0.6101645,0.1427659,0.0520068,0.3465226,0.5641011,0.080812,0.0225752,0.0124455,0.5834017,0.429614,0.6521571,0.2851693,0.0097757,0.4632848,0.1460919,0.1381746,0.0013682,0.6402749,0.1186773,0.5587139,0.1832221,0.5969968,0.1550913,0.1494354,0.4849033,0.3694287,0.4667697,0.5896459,0.3596175,0.719174,0.3938268,0.4462321,0.5543976,0.2403344,0.582429,0.5684339,0.5190656
0.0465727,0.188131,0.6845471,0.4623742,0.5333191,0.0470575,0.6311484,0.6270152,0.0314799,0.4976975,0.0037715,0.2681579,0.030944,0.0263932,0.023636,0.0505178,0.2735855,0.0288893,0.0485126,0.0001796,0.0564356,0.440619,0.5843115,0.5782252,0.3463393,0.5542361,0.3880773,0.2246776,0.5330567,0.4196237,0.3329853,0.0003581,0.2652794,0.107854,0.6111495,0.1291203,0.0158583,0.1005568,0.0576646,0.6151687,0.337595,0.2740324,0.6568945,0.5883285,0.6212035,0.0600318,0.0559713,0.0280154,0.1940031,0.5645674,0.1490898,0.3002705,0.0324348,0.2235776,0.4923952,0.6003969,0.5703212,0.5268511,0.0707042,0.1221891,0.1274321,0.5149402,0.6128496,0.5683697,0.1761623,0.0344626,0.3382673,0.5860731,0.0961767,0.1567656,0.0045243,0.6359265,0.5635113,0.5607462,0.2240249,0.0019409,0.5630208,0.067555,0.1534991,0,0.5750423,0.1205292,0.514951,0.1788547,0.5724979,0.2130319,0.1489287,0.5016083,0.6109054,0.413523,0.6165165,0.4583942,0.5960782,0.3703463,0.4129028,0.5743375,0.2564466,0.6944071,0.6613241,0.6031468
0.0424916,0.2491625,0.6316192,0.314875,0.6712607,0.0416541,0.5625004,0.5529504,0.0353844,0.4323179,0.0190195,0.4002011,0.0282649,0.0258239,0.0072542,0.0601409,0.2689569,0.0299866,0.0310451,5.12E-05,0.03504,0.4579181,0.6029992,0.5766267,0.3321696,0.6150328,0.2875305,0.2464894,0.6704654,0.4085103,0.2382232,0.0011942,0.2110513,0.0540749,0.6370217,0.2147484,0.0076842,0.1134647,0.0631248,0.5486089,0.3718322,0.3040289,0.6585466,0.7038727,0.6175209,0.1099197,0.0383608,0.0179079,0.1762293,0.5694257,0.1570094,0.3056823,0.0598895,0.2409469,0.4928352,0.6014432,0.6390179,0.4275284,0.0398811,0.1968253,0.1263374,0.4782958,0.5948025,0.625334,0.1324304,0.0300336,0.3178143,0.6988463,0.0770012,0.2125594,0.0052474,0.642895,0.5983324,0.7126441,0.2885151,4.77E-05,0.4305852,0.0824614,0.1568036,0.0010847,0.6517745,0.0813569,0.5136649,0.1601318,0.5815281,0.1286503,0.0989859,0.4047947,0.7141714,0.5300277,0.6952388,0.4065866,0.6413223,0.4966699,0.4936717,0.5328401,0.2974184,0.6347006,0.6714351,0.5651358
0.0451735,0.2571234,0.6280232,0.4040678,0.6185785,0.0250828,0.5748465,0.5498887,0.0154261,0.4305252,0.0111206,0.3714399,0.0329943,0.0246251,0.0099833,0.0198886,0.3374351,0.0407992,0.015315,0.0001363,0.0410392,0.5066075,0.6353574,0.6552235,0.3211378,0.5196115,0.3839283,0.2415499,0.6101268,0.4329635,0.2451386,0.0008277,0.1969601,0.0596222,0.571169,0.1387251,0.0282964,0.1280702,0.0889073,0.5054899,0.4068536,0.246046,0.5842215,0.6249623,0.5839557,0.068936,0.0171779,0.0269822,0.1295128,0.5518919,0.1467362,0.2651974,0.0239057,0.1820508,0.3897948,0.6660942,0.6392846,0.4394161,0.0297324,0.1781086,0.1591281,0.5069852,0.5963387,0.5788819,0.1494669,0.0173311,0.2639917,0.531669,0.0944974,0.1763899,0.0169388,0.6583187,0.4671352,0.5899169,0.1808235,0.000468,0.5130008,0.1427356,0.1357628,9.09E-05,0.675493,0.0764991,0.5846736,0.2119815,0.5211992,0.1846671,0.1033345,0.4407682,0.5253723,0.4527351,0.6163114,0.3513209,0.5439896,0.580999,0.4624609,0.5514562,0.2081931,0.6315265,0.5855094,0.6591939
0.2604449,0.2438171,0.5350557,0.3842219,0.5775987,0.0558095,0.5913098,0.5498473,0.0138599,0.5026869,0.0057567,0.4370989,0.0458931,0.0138178,0.0082041,0.0657489,0.3396516,0.2210792,0.032916,0.0068371,0.0455677,0.3995842,0.5461844,0.6310588,0.3014913,0.6704616,0.4017277,0.3141925,0.6618811,0.3787227,0.2598726,0.0094515,0.2466408,0.0977178,0.6049951,0.601314,0.2441583,0.1215921,0.0364514,0.6250858,0.0859146,0.4732527,0.6494413,0.5646411,0.6331463,0.4474295,0.1934777,0.082716,0.1871785,0.3292188,0.3207699,0.3519784,0.0507093,0.2375556,0.416595,0.5164702,0.6449503,0.4556614,0.0645326,0.2216176,0.0904756,0.6448749,0.5466304,0.6060861,0.5081372,0.4157069,0.3043459,0.610892,0.063646,0.0776271,0.5111225,0.6047742,0.5543097,0.7382862,0.4850212,0.0316166,0.5317372,0.1133279,0.1118222,0.0189148,0.4245755,0.1744006,0.5308183,0.1538284,0.494886,0.2523225,0.1601773,0.0856949,0.7035956,0.5350006,0.6745196,0.3427087,0.5604773,0.502477,0.4868712,0.5731347,0.2380778,0.6348801,0.5613484,0.6440404
0.3930466,0.2360364,0.5495585,0.5502006,0.6073978,0.0324485,0.5812165,0.5232055,0.0148461,0.3681001,0.0431788,0.3825077,0.0225639,0.018069,0.0151363,0.0513648,0.3290221,0.3233999,0.0425966,0.0029935,0.0257991,0.296325,0.4580968,0.5410945,0.1652313,0.6588787,0.4172584,0.2954383,0.4291291,0.3667989,0.2381777,0.0136737,0.2142394,0.0853133,0.5999455,0.6048046,0.5818044,0.1108872,0.0421371,0.5431711,0.040168,0.5633372,0.5964779,0.5029818,0.5154215,0.54389,0.4359641,0.2134043,0.2297169,0.2764444,0.4874071,0.4812853,0.1235339,0.2333982,0.5039201,0.4772371,0.5301777,0.3659897,0.1073033,0.2687984,0.1814905,0.4927752,0.5708753,0.4805045,0.5302401,0.4697193,0.4309935,0.6085537,0.1206479,0.030306,0.4600673,0.2690609,0.2079692,0.5520988,0.4821514,0.0342213,0.3927644,0.1116748,0.1494409,0.0312527,0.3328535,0.1218884,0.6849503,0.1691028,0.5100714,0.2114948,0.154821,0.0497746,0.74394,0.6238198,0.7926885,0.4340619,0.7586199,0.476436,0.4229984,0.6491437,0.2435245,0.6421091,0.529492,0.5770695
0.423832,0.2704029,0.5745339,0.4226627,0.6025198,0.056331,0.6826901,0.5058293,0.0118277,0.2495329,0.0057461,0.3776169,0.0119634,0.0157271,0.0095733,0.072673,0.3102104,0.4295679,0.0419945,0.0021167,0.0320433,0.234358,0.4252061,0.4498642,0.1647522,0.522069,0.33166,0.2983127,0.2466704,0.3783323,0.1823875,0.0228939,0.2011638,0.1309611,0.6460897,0.62165,0.6287929,0.0756485,0.0332944,0.5977527,0.0418384,0.6827124,0.6442362,0.559064,0.6317722,0.6064627,0.4529531,0.3935835,0.2851693,0.2028075,0.5823646,0.5696104,0.2855545,0.2055733,0.4998311,0.2926216,0.2880906,0.2297822,0.137461,0.3126484,0.075987,0.469018,0.6435369,0.3393118,0.3995554,0.3354329,0.5047094,0.5019221,0.2229059,0.0068619,0.2619634,0.0904538,0.0940051,0.3996608,0.4868521,0.1658404,0.4302751,0.1196972,0.1620155,0.0346544,0.3338334,0.1230768,0.5588062,0.173622,0.4714132,0.1805699,0.1306242,0.1037481,0.5497565,0.5806402,0.6360194,0.5074419,0.674388,0.4162083,0.4597763,0.6378802,0.2694818,0.5899515,0.5175235,0.6250216
0.165133,0.2233362,0.4924434,0.458433,0.5535989,0.0316162,0.7951119,0.5843722,0.0121543,0.3627121,0.0068072,0.3338503,0.0312344,0.038275,0.0099394,0.1248596,0.3217869,0.6019242,0.0641253,0.0004621,0.0262258,0.1527277,0.279507,0.4083665,0.102243,0.5491305,0.3915142,0.3324749,0.2615713,0.4534562,0.22775,0.0346737,0.2295938,0.1371955,0.6608627,0.5891533,0.6156031,0.1168054,0.1113459,0.7738962,0.0212521,0.6063828,0.7300792,0.4315871,0.5662215,0.6466853,0.5499273,0.5295926,0.3519597,0.1842685,0.5448944,0.6051632,0.2988294,0.3019451,0.5552876,0.3277666,0.3039102,0.2114123,0.0922632,0.2546454,0.0438307,0.313974,0.7526356,0.4377785,0.4602121,0.3549032,0.3772189,0.4597477,0.3468638,0.030888,0.1961741,0.0406249,0.0689404,0.2206506,0.4656379,0.4032386,0.2613641,0.0943899,0.2145878,0.0381007,0.4674064,0.1281849,0.7722577,0.2290184,0.4526168,0.13489,0.1521581,0.0948244,0.4733299,0.595498,0.5959293,0.3739948,0.5783675,0.4956934,0.3697566,0.6462432,0.2770972,0.5928226,0.4561833,0.623087
0.2656033,0.3003377,0.5730159,0.4110516,0.6240214,0.0374708,0.6803645,0.4344526,0.0121437,0.4530208,0.0239134,0.3488353,0.0384636,0.0264859,0.0161928,0.1145824,0.3386038,0.4406915,0.0532192,0.0011441,0.0279495,0.147606,0.3336246,0.3305289,0.0961408,0.6016178,0.3994454,0.3107602,0.1639579,0.4331597,0.2262946,0.0257175,0.200425,0.1025424,0.4982581,0.6529182,0.7298771,0.0629175,0.0405535,0.5296198,0.0326744,0.6540604,0.6391997,0.4222469,0.6374268,0.6376821,0.5684647,0.4705692,0.4068765,0.1554881,0.6288889,0.5848788,0.2894979,0.3423529,0.4091515,0.2933293,0.3354966,0.2812078,0.1072054,0.2787754,0.0434971,0.2728237,0.5350779,0.4500917,0.4759996,0.3624415,0.3218799,0.3829919,0.3762017,0.0177461,0.1738026,0.039228,0.0244296,0.0996416,0.4110799,0.524351,0.1382427,0.0602295,0.111053,0.0274652,0.3507528,0.0899814,0.6316871,0.1741536,0.4894886,0.1555105,0.2047237,0.0940721,0.2034162,0.6569491,0.6797052,0.3708527,0.6110007,0.3705744,0.4963405,0.7256827,0.2556399,0.7123663,0.6072465,0.681147
